ocel:eid,ocel:activity,ocel:timestamp,ocel:type:MaintenanceRecord,ocel:type:LogBatch,ocel:type:ProductionBatch,ocel:type:TimberOutput,ocel:type:QualityReport,ocel:type:Mill,CaseID,Mill,LogsProcessed,VolumeM3,ProductionM3,YieldPercent,DowntimeHours,MaintenanceHours,MoistureDefectRate,TwistingDefectRate,BlueStainRate,KnotDefectRate,CrackDefectRate,QualityGradeA,ShiftType,OperatorID,EquipmentStatus,Hour,DayOfWeek,Conformance_Label,Violation_Types
E008270,QualitySorting,08/14/2018 11:37,,,,,QR_CASE_0300_015,,CASE_0300,R200,207,41.57,28.05,67.48,0.11,0.04,2.84,3.29,1.25,3.33,3.9,80.3,Day,OP_001,Operational,11,1,1,TR-2
E008271,QualityInspection,08/14/2018 13:10,,,,,QR_CASE_0300_016,,CASE_0300,R200,189,37.59,23.48,18.64,1.28,0.55,4.11,0.88,0.47,1.53,2.05,92.49,Day,OP_001,Operational,13,1,1,TR-2
E008272,ProcessLogs,08/14/2018 14:55,,,BATCH_CASE_0300_017,,,,CASE_0300,R200,220,51.82,35.33,68.18,1.28,0.42,1.93,1.3,2.09,3.67,1.95,87.94,Day,OP_015,Operational,14,1,1,TR-2
E008273,ProcessLogs,08/14/2018 18:06,,,BATCH_CASE_0300_018,,,,CASE_0300,R200,75,30.07,16.04,53.34,0.17,0.03,4.19,0.36,0.57,3.62,1.4,85.23,Night,OP_006,Operational,18,1,1,TR-2
E008274,MaintenanceUnplanned,08/14/2018 20:53,MR_R200_019,,,,,,CASE_0300,R200,180,33.4,12.74,38.14,1.58,1.47,2.63,0.03,3.63,1.84,2.67,87.97,Night,OP_002,Maintenance,20,1,1,TR-2
E008275,ProcessLogs,08/15/2018 00:41,,,BATCH_CASE_0300_020,,,,CASE_0300,R200,209,32.49,23.31,71.75,0.4,0.05,2.9,1.5,2.47,0.27,1.88,91.64,Night,OP_015,Operational,0,2,1,TR-2
E008276,LogShortage,08/15/2018 01:49,,LOG_R200_021,,,,,CASE_0300,R200,175,47.31,25.81,54.56,1.27,0.03,3.78,0.3,1.21,3.97,3.63,91.91,Night,OP_007,Operational,1,2,1,TR-2
E008277,LogShortage,08/15/2018 04:13,,LOG_R200_022,,,,,CASE_0300,R200,58,46.31,15.28,33.0,0.58,0.06,2.62,2.32,0.81,1.25,2.82,88.65,Night,OP_005,Operational,4,2,1,TR-2
E008278,QualityInspection,08/15/2018 09:07,,,,,QR_CASE_0300_023,,CASE_0300,R200,128,42.99,27.24,63.36,0.84,0.1,2.77,3.92,3.38,4.15,0.6,81.53,Day,OP_007,Operational,9,2,1,TR-2
E008279,ProcessLogs,08/15/2018 12:59,,,BATCH_CASE_0300_024,,,,CASE_0300,R200,128,50.45,18.49,15.41,0.01,0.0,3.22,3.54,0.15,3.0,0.72,92.23,Day,OP_011,Operational,12,2,1,TR-2
E008280,LogShortage,08/15/2018 15:19,,LOG_R200_025,,,,,CASE_0300,R200,64,29.11,14.5,49.81,1.09,0.47,4.73,1.95,2.27,4.43,3.81,85.78,Day,OP_003,Operational,15,2,1,TR-2
E008281,QualityInspection,08/15/2018 16:17,,,,,QR_CASE_0300_026,,CASE_0300,R200,72,25.31,14.5,57.29,0.28,0.04,1.95,3.71,2.0,2.41,2.51,84.91,Day,OP_005,Operational,16,2,1,TR-2
E008282,StartProduction,01/02/2012 00:00,,,BATCH_CASE_0301_000,,,,CASE_0301,R250,66,42.86,11.07,25.83,1.45,0.64,2.6,0.12,2.67,2.09,2.36,93.55,Night,OP_009,Operational,0,0,0,None
E008283,StartProduction,01/02/2012 03:16,,,BATCH_CASE_0301_001,,,,CASE_0301,R250,101,28.25,17.97,63.61,1.23,0.02,1.9,2.74,0.88,1.44,0.89,95.0,Night,OP_007,Operational,3,0,0,None
E008284,ShiftEnd,01/02/2012 06:47,,LOG_R250_002,,,,,CASE_0301,R250,140,43.37,20.43,47.11,0.21,0.0,2.51,0.64,3.36,4.1,3.4,86.32,Day,OP_006,Operational,6,0,0,None
E008285,ProcessLogs,01/02/2012 11:02,,,BATCH_CASE_0301_003,,,,CASE_0301,R250,123,47.87,25.26,52.77,0.86,0.24,2.11,1.02,1.67,0.93,2.89,95.0,Day,OP_015,Operational,11,0,0,None
E008286,ProcessLogs,01/02/2012 12:56,,,BATCH_CASE_0301_004,,,,CASE_0301,R250,127,47.24,27.57,58.36,0.75,0.22,1.79,3.15,1.17,0.03,0.49,89.84,Day,OP_014,Operational,12,0,0,None
E008287,ProductionComplete,01/02/2012 15:29,,,BATCH_CASE_0301_005,,,,CASE_0301,R250,193,57.88,43.95,75.93,0.02,0.01,2.0,2.94,1.26,0.21,1.96,95.0,Day,OP_013,Operational,15,0,0,None
E008288,StartProduction,01/02/2012 17:00,,,BATCH_CASE_0301_006,,,,CASE_0301,R250,100,43.12,14.31,33.19,0.75,0.33,4.14,1.82,0.85,2.73,1.97,89.11,Day,OP_015,Operational,17,0,0,None
E008289,ShiftEnd,01/02/2012 20:12,,LOG_R250_007,,,,,CASE_0301,R250,156,8.57,6.63,77.36,0.26,0.08,0.13,3.36,1.48,4.22,0.67,88.75,Night,OP_014,Operational,20,0,0,None
E008290,ProductionComplete,01/02/2012 23:19,,,BATCH_CASE_0301_008,,,,CASE_0301,R250,218,42.05,30.62,72.82,1.34,0.64,1.76,2.81,1.53,1.87,3.53,91.99,Night,OP_015,Operational,23,0,0,None
E008291,ShiftEnd,01/03/2012 02:23,,LOG_R250_009,,,,,CASE_0301,R250,73,56.32,21.4,38.0,1.1,0.37,1.17,3.79,2.07,0.94,1.01,89.86,Night,OP_009,Operational,2,1,0,None
E008292,QualitySorting,01/03/2012 06:30,,,,,QR_CASE_0301_010,,CASE_0301,R250,213,52.68,15.4,29.23,0.21,0.07,0.59,2.63,0.29,2.35,1.48,95.0,Day,OP_015,Operational,6,1,0,None
E008293,MaintenancePlanned,01/03/2012 08:57,MR_R250_011,,,,,,CASE_0301,R250,211,59.29,34.38,57.99,2.43,1.83,4.01,2.21,2.77,0.13,3.04,92.86,Day,OP_003,Maintenance,8,1,0,None
E008294,ProcessLogs,01/03/2012 09:42,,,BATCH_CASE_0301_012,,,,CASE_0301,R250,189,59.89,26.09,43.56,0.77,0.14,2.01,3.48,3.21,0.07,3.19,83.33,Day,OP_012,Operational,9,1,0,None
E008295,ShiftEnd,01/03/2012 10:56,,LOG_R250_013,,,,,CASE_0301,R250,75,24.19,10.34,42.74,0.28,0.13,4.92,3.61,3.04,3.9,1.18,84.9,Day,OP_003,Operational,10,1,0,None
E008296,ProcessLogs,01/03/2012 13:35,,,BATCH_CASE_0301_014,,,,CASE_0301,R250,142,56.25,25.17,44.75,0.76,0.14,2.45,0.37,1.67,2.14,2.87,90.43,Day,OP_007,Operational,13,1,0,None
E008297,QualitySorting,01/03/2012 17:27,,,,,QR_CASE_0301_015,,CASE_0301,R250,56,56.29,39.13,69.52,1.42,0.64,3.06,1.55,3.12,4.72,0.91,86.88,Day,OP_007,Operational,17,1,0,None
E008298,QualityInspection,01/03/2012 20:05,,,,,QR_CASE_0301_016,,CASE_0301,R250,158,22.55,14.83,65.76,0.43,0.02,1.94,1.98,0.64,0.71,1.88,95.0,Night,OP_014,Operational,20,1,0,None
E008299,MaintenanceUnplanned,01/04/2012 00:11,MR_R250_017,,,,,,CASE_0301,R250,97,52.62,20.19,38.37,1.37,1.12,3.15,1.11,1.83,2.23,0.28,94.95,Night,OP_002,Maintenance,0,2,0,None
E008300,ProcessLogs,01/04/2012 03:50,,,BATCH_CASE_0301_018,,,,CASE_0301,R250,208,44.29,22.34,50.44,0.73,0.2,0.46,0.75,0.42,2.81,2.74,91.76,Night,OP_012,Operational,3,2,0,None
E008301,ConveyorMaintenance,01/04/2012 08:25,MR_R250_019,,,,,,CASE_0301,R250,184,38.17,23.92,62.67,2.1,1.23,2.25,0.5,0.96,3.13,3.21,88.2,Day,OP_005,Maintenance,8,2,0,None
E008302,ProcessLogs,01/04/2012 09:41,,,BATCH_CASE_0301_020,,,,CASE_0301,R250,51,26.41,7.16,27.11,0.9,0.07,4.6,3.01,2.95,2.7,0.43,84.73,Day,OP_010,Operational,9,2,0,None
E008303,StartProduction,01/04/2012 13:14,,,BATCH_CASE_0301_021,,,,CASE_0301,R250,185,33.85,11.32,33.44,1.08,0.1,4.34,1.71,0.49,1.19,1.42,90.01,Day,OP_011,Operational,13,2,0,None
E008304,ProcessLogs,01/04/2012 16:57,,,BATCH_CASE_0301_022,,,,CASE_0301,R250,216,39.27,26.34,67.07,0.24,0.04,4.42,2.17,0.29,1.44,2.75,84.67,Day,OP_009,Operational,16,2,0,None
E008305,StartProduction,01/19/2021 00:00,,,BATCH_CASE_0302_000,,,,CASE_0302,R200,101,10.61,3.97,37.42,0.18,0.05,1.08,1.2,1.08,1.73,2.74,95.0,Night,OP_014,Operational,0,1,0,None
E008306,MaintenancePlanned,01/19/2021 01:42,MR_R200_001,,,,,,CASE_0302,R200,94,39.23,31.16,79.43,3.3,2.05,0.55,0.04,0.35,2.2,2.5,95.0,Night,OP_014,Maintenance,1,1,0,None
E008307,StartProduction,01/19/2021 06:00,,,BATCH_CASE_0302_002,,,,CASE_0302,R200,100,12.64,3.4,26.9,0.42,0.11,4.69,1.72,3.06,3.32,1.19,88.16,Day,OP_013,Operational,6,1,0,None
E008308,QualitySorting,01/19/2021 08:15,,,,,QR_CASE_0302_003,,CASE_0302,R200,169,15.02,11.9,79.23,1.11,0.26,0.86,0.26,0.31,2.68,2.56,95.0,Day,OP_003,Operational,8,1,0,None
E008309,LogShortage,01/19/2021 12:19,,LOG_R200_004,,,,,CASE_0302,R200,189,21.91,12.14,55.41,0.24,0.0,0.87,3.83,2.68,0.25,2.83,93.49,Day,OP_013,Operational,12,1,0,None
E008310,ProcessLogs,01/19/2021 15:29,,,BATCH_CASE_0302_005,,,,CASE_0302,R200,130,32.42,20.37,62.83,1.0,0.4,2.35,2.66,0.28,4.93,1.84,82.53,Day,OP_005,Operational,15,1,0,None
E008311,ProcessLogs,01/19/2021 19:02,,,BATCH_CASE_0302_006,,,,CASE_0302,R200,72,31.78,24.53,77.19,0.2,0.05,0.17,2.32,0.58,3.21,3.21,86.3,Night,OP_014,Operational,19,1,0,None
E008312,LogShortage,01/19/2021 20:26,,LOG_R200_007,,,,,CASE_0302,R200,88,35.79,24.81,69.32,0.72,0.16,1.22,1.48,0.06,4.98,2.49,93.61,Night,OP_010,Operational,20,1,0,None
E008313,ShiftEnd,01/20/2021 00:46,,LOG_R200_008,,,,,CASE_0302,R200,203,14.88,11.45,76.95,1.33,0.41,4.38,0.75,1.57,2.55,2.15,89.97,Night,OP_004,Operational,0,2,0,None
E008314,ProcessLogs,01/20/2021 02:27,,,BATCH_CASE_0302_009,,,,CASE_0302,R200,100,29.42,19.39,65.91,0.99,0.05,3.77,1.0,0.92,1.89,2.91,88.54,Night,OP_006,Operational,2,2,0,None
E008315,ProductionComplete,01/20/2021 05:46,,,BATCH_CASE_0302_010,,,,CASE_0302,R200,156,26.53,17.95,67.66,0.97,0.28,3.19,0.62,2.51,4.05,3.09,81.11,Night,OP_014,Operational,5,2,0,None
E008316,StartProduction,01/20/2021 07:38,,,BATCH_CASE_0302_011,,,,CASE_0302,R200,135,48.71,26.34,54.08,0.76,0.15,1.69,0.91,2.93,3.43,1.15,92.65,Day,OP_010,Operational,7,2,0,None
E008317,ProcessLogs,01/20/2021 11:15,,,BATCH_CASE_0302_012,,,,CASE_0302,R200,166,16.32,8.57,52.51,0.66,0.02,3.59,1.52,1.99,1.75,1.46,88.69,Day,OP_003,Operational,11,2,0,None
E008318,ProcessLogs,01/20/2021 15:13,,,BATCH_CASE_0302_013,,,,CASE_0302,R200,155,34.82,11.53,33.11,1.33,0.01,3.32,2.53,2.31,1.87,0.63,85.21,Day,OP_007,Operational,15,2,0,None
E008319,ProcessLogs,01/20/2021 16:23,,,BATCH_CASE_0302_014,,,,CASE_0302,R200,194,22.17,16.32,73.61,0.9,0.13,1.51,1.66,3.76,1.13,3.13,88.71,Day,OP_009,Operational,16,2,0,None
E008320,ProductionComplete,01/20/2021 19:01,,,BATCH_CASE_0302_015,,,,CASE_0302,R200,103,51.16,20.37,39.82,0.67,0.33,0.2,3.32,0.14,0.08,3.58,90.59,Night,OP_010,Operational,19,2,0,None
E008321,MaintenancePlanned,01/20/2021 20:51,MR_R200_016,,,,,,CASE_0302,R200,81,26.48,17.08,64.5,2.3,2.08,2.76,3.9,0.09,2.17,2.79,88.19,Night,OP_004,Maintenance,20,2,0,None
E008322,BreakdownMechanical,01/21/2021 00:57,MR_R200_017,,,,,,CASE_0302,R200,99,51.3,24.12,47.02,2.69,1.8,4.51,2.79,2.64,2.03,2.77,79.34,Night,OP_005,Breakdown,0,3,0,None
E008323,QualitySorting,01/21/2021 02:41,,,,,QR_CASE_0302_018,,CASE_0302,R200,165,19.36,6.24,32.23,0.58,0.19,2.73,2.98,0.7,3.38,1.53,87.31,Night,OP_003,Operational,2,3,0,None
E008324,MaintenancePlanned,01/21/2021 06:31,MR_R200_019,,,,,,CASE_0302,R200,77,37.51,15.34,40.9,1.13,1.03,1.27,1.79,1.94,2.48,3.77,92.36,Day,OP_008,Maintenance,6,3,0,None
E008325,ProcessLogs,01/21/2021 08:20,,,BATCH_CASE_0302_020,,,,CASE_0302,R200,116,43.97,31.71,72.12,0.07,0.03,1.28,0.85,0.07,3.22,1.0,95.0,Day,OP_013,Operational,8,3,0,None
E008326,MaintenancePlanned,01/21/2021 10:14,MR_R200_021,,,,,,CASE_0302,R200,187,37.42,27.15,72.55,1.35,0.88,1.26,0.82,2.29,3.19,0.66,87.9,Day,OP_011,Maintenance,10,3,0,None
E008327,StartProduction,01/21/2021 11:35,,,BATCH_CASE_0302_022,,,,CASE_0302,R200,112,8.29,6.17,74.43,0.03,0.01,4.14,2.57,1.59,3.65,3.43,80.68,Day,OP_013,Operational,11,3,0,None
E008328,ProcessLogs,01/21/2021 13:27,,,BATCH_CASE_0302_023,,,,CASE_0302,R200,114,56.37,18.24,32.36,0.24,0.02,2.11,3.33,2.95,3.05,3.53,79.21,Day,OP_002,Operational,13,3,0,None
E008329,StartProduction,06/09/2014 00:00,,,BATCH_CASE_0303_000,,,,CASE_0303,R250,65,35.93,18.23,50.74,1.08,0.13,3.72,2.57,3.11,0.19,0.83,94.64,Night,OP_003,Operational,0,0,0,None
E008330,MaintenancePlanned,06/09/2014 04:10,MR_R250_001,,,,,,CASE_0303,R250,64,20.77,7.19,34.62,2.36,1.48,4.38,1.72,3.75,3.14,3.75,81.73,Night,OP_015,Maintenance,4,0,0,None
E008331,QualityInspection,06/09/2014 06:13,,,,,QR_CASE_0303_002,,CASE_0303,R250,111,30.67,17.29,56.37,0.35,0.1,0.56,2.09,2.85,3.41,0.03,91.32,Day,OP_002,Operational,6,0,0,None
E008332,QualityInspection,06/09/2014 06:55,,,,,QR_CASE_0303_003,,CASE_0303,R250,93,10.78,4.27,39.61,0.55,0.22,1.37,2.05,0.56,1.69,3.56,89.14,Day,OP_015,Operational,6,0,0,None
E008333,QualitySorting,06/09/2014 07:37,,,,,QR_CASE_0303_004,,CASE_0303,R250,174,28.02,18.73,66.85,0.64,0.24,3.78,1.23,0.98,3.54,3.33,87.62,Day,OP_001,Operational,7,0,0,None
E008334,ProcessLogs,06/09/2014 10:57,,,BATCH_CASE_0303_005,,,,CASE_0303,R250,220,32.73,11.56,35.32,0.5,0.09,2.52,3.76,1.04,2.93,3.59,83.54,Day,OP_002,Operational,10,0,0,None
E008335,ProcessLogs,06/09/2014 13:00,,,BATCH_CASE_0303_006,,,,CASE_0303,R250,76,11.78,3.89,33.02,1.08,0.24,4.85,2.07,1.81,0.2,2.35,92.13,Day,OP_011,Operational,13,0,0,None
E008336,QualitySorting,06/09/2014 15:36,,,,,QR_CASE_0303_007,,CASE_0303,R250,180,26.43,10.0,37.84,0.6,0.28,4.62,0.01,0.27,2.4,1.46,86.53,Day,OP_003,Operational,15,0,0,None
E008337,ProcessLogs,06/09/2014 19:54,,,BATCH_CASE_0303_008,,,,CASE_0303,R250,64,24.79,9.58,38.64,1.0,0.28,1.69,3.41,3.35,4.13,2.17,81.3,Night,OP_005,Operational,19,0,0,None
E008338,ProductionComplete,06/10/2014 00:22,,,BATCH_CASE_0303_009,,,,CASE_0303,R250,71,47.83,15.55,32.51,0.9,0.36,1.47,1.24,2.76,3.65,2.87,87.73,Night,OP_003,Operational,0,1,0,None
E008339,QualityInspection,06/10/2014 02:32,,,,,QR_CASE_0303_010,,CASE_0303,R250,132,29.5,8.3,28.14,0.12,0.0,4.18,3.57,1.44,2.53,3.07,87.68,Night,OP_010,Operational,2,1,0,None
E008340,QualityInspection,06/10/2014 04:14,,,,,QR_CASE_0303_011,,CASE_0303,R250,159,52.69,33.0,62.63,0.95,0.2,3.93,1.03,0.9,4.36,2.89,84.26,Night,OP_005,Operational,4,1,0,None
E008341,ProductionComplete,06/10/2014 08:00,,,BATCH_CASE_0303_012,,,,CASE_0303,R250,73,46.02,22.1,48.02,0.37,0.1,1.46,3.16,1.89,1.18,0.7,89.45,Day,OP_003,Operational,8,1,0,None
E008342,QualityInspection,06/10/2014 09:04,,,,,QR_CASE_0303_013,,CASE_0303,R250,97,43.15,29.43,68.2,1.45,0.4,1.5,1.09,2.46,1.3,2.45,90.61,Day,OP_005,Operational,9,1,0,None
E008343,LogShortage,06/10/2014 12:23,,LOG_R250_014,,,,,CASE_0303,R250,210,57.21,40.29,70.42,0.19,0.08,4.81,2.36,3.12,1.12,2.82,80.56,Day,OP_015,Operational,12,1,0,None
E008344,QualitySorting,06/10/2014 16:46,,,,,QR_CASE_0303_015,,CASE_0303,R250,187,14.91,11.17,74.92,0.29,0.03,2.55,1.7,0.73,2.61,1.17,94.88,Day,OP_008,Operational,16,1,0,None
E008345,ProcessLogs,06/10/2014 18:32,,,BATCH_CASE_0303_016,,,,CASE_0303,R250,195,28.39,19.24,67.77,0.38,0.05,1.99,0.16,0.18,1.74,2.03,95.0,Night,OP_010,Operational,18,1,0,None
E008346,ProcessLogs,06/10/2014 20:58,,,BATCH_CASE_0303_017,,,,CASE_0303,R250,52,39.43,11.72,29.72,1.27,0.63,1.18,1.1,0.04,3.52,3.26,95.0,Night,OP_013,Operational,20,1,0,None
E008347,ShiftEnd,06/11/2014 00:32,,LOG_R250_018,,,,,CASE_0303,R250,158,49.93,37.23,74.56,1.49,0.65,1.92,0.48,1.79,4.02,0.3,90.94,Night,OP_004,Operational,0,2,0,None
E008348,ProcessLogs,06/11/2014 01:49,,,BATCH_CASE_0303_019,,,,CASE_0303,R250,171,19.31,14.26,73.85,0.21,0.04,4.67,1.74,0.56,0.15,1.83,91.0,Night,OP_004,Operational,1,2,0,None
E008349,ProcessLogs,06/11/2014 04:27,,,BATCH_CASE_0303_020,,,,CASE_0303,R250,158,29.89,15.31,51.22,0.75,0.27,1.03,0.98,3.68,0.11,2.36,95.0,Night,OP_007,Operational,4,2,0,None
E008350,ProcessLogs,06/11/2014 06:45,,,BATCH_CASE_0303_021,,,,CASE_0303,R250,130,40.0,19.09,47.73,0.91,0.26,0.71,2.87,0.36,3.9,2.73,87.87,Day,OP_002,Operational,6,2,0,None
E008351,StartProduction,05/30/2015 00:00,,,BATCH_CASE_0304_000,,,,CASE_0304,R250,115,49.86,13.23,26.53,0.11,0.0,1.06,0.18,0.62,3.32,1.02,95.0,Night,OP_002,Operational,0,5,0,None
E008352,ProductionComplete,05/30/2015 03:48,,,BATCH_CASE_0304_001,,,,CASE_0304,R250,129,51.09,15.99,31.3,1.49,0.0,0.13,2.02,0.42,4.36,3.14,92.11,Night,OP_014,Operational,3,5,0,None
E008353,MaintenancePlanned,05/30/2015 05:44,MR_R250_002,,,,,,CASE_0304,R250,63,48.39,25.03,51.73,0.96,0.9,2.64,3.1,3.0,4.64,0.77,84.85,Night,OP_006,Maintenance,5,5,0,None
E008354,ProcessLogs,05/30/2015 09:33,,,BATCH_CASE_0304_003,,,,CASE_0304,R250,74,13.69,9.52,69.54,0.99,0.4,3.39,0.0,3.57,2.62,0.08,92.44,Day,OP_013,Operational,9,5,0,None
E008355,QualityInspection,05/30/2015 10:54,,,,,QR_CASE_0304_004,,CASE_0304,R250,175,24.38,14.19,58.2,0.78,0.07,4.99,2.62,1.0,0.2,0.46,95.0,Day,OP_003,Operational,10,5,0,None
E008356,QualitySorting,05/30/2015 13:15,,,,,QR_CASE_0304_005,,CASE_0304,R250,146,21.49,10.3,47.93,0.17,0.03,4.73,3.83,0.89,4.81,3.21,86.76,Day,OP_012,Operational,13,5,0,None
E008357,ProcessLogs,05/30/2015 16:54,,,BATCH_CASE_0304_006,,,,CASE_0304,R250,80,51.12,19.83,38.79,0.73,0.33,4.71,0.58,1.36,2.67,2.18,91.65,Day,OP_001,Operational,16,5,0,None
E008358,MaintenancePlanned,05/30/2015 18:09,MR_R250_007,,,,,,CASE_0304,R250,216,48.96,31.31,63.95,1.74,0.98,4.85,2.69,1.69,4.64,2.32,87.11,Night,OP_008,Maintenance,18,5,0,None
E008359,StartProduction,05/30/2015 21:52,,,BATCH_CASE_0304_008,,,,CASE_0304,R250,106,44.12,17.4,39.44,1.49,0.27,0.54,1.33,2.83,2.49,0.9,95.0,Night,OP_013,Operational,21,5,0,None
E008360,ShiftEnd,05/31/2015 01:09,,LOG_R250_009,,,,,CASE_0304,R250,120,29.5,18.79,63.69,0.8,0.06,0.08,3.91,2.43,0.85,2.72,89.4,Night,OP_009,Operational,1,6,0,None
E008361,QualityInspection,05/31/2015 05:10,,,,,QR_CASE_0304_010,,CASE_0304,R250,59,22.38,16.89,75.47,0.11,0.02,1.04,3.28,2.05,0.1,0.75,95.0,Night,OP_015,Operational,5,6,0,None
E008362,ProcessLogs,05/31/2015 07:17,,,BATCH_CASE_0304_011,,,,CASE_0304,R250,144,38.26,17.14,44.8,0.66,0.07,4.4,1.14,1.63,3.33,3.05,83.21,Day,OP_003,Operational,7,6,0,None
E008363,QualitySorting,05/31/2015 09:58,,,,,QR_CASE_0304_012,,CASE_0304,R250,114,57.66,24.14,41.87,0.54,0.04,0.53,3.95,2.66,4.93,0.04,93.11,Day,OP_010,Operational,9,6,0,None
E008364,ProcessLogs,05/31/2015 11:07,,,BATCH_CASE_0304_013,,,,CASE_0304,R250,127,19.4,6.01,30.98,0.5,0.25,3.77,2.19,1.18,0.56,0.27,88.21,Day,OP_014,Operational,11,6,0,None
E008365,LogShortage,05/31/2015 14:17,,LOG_R250_014,,,,,CASE_0304,R250,141,27.97,17.2,61.49,0.32,0.14,0.48,0.9,1.62,0.86,0.71,93.48,Day,OP_012,Operational,14,6,0,None
E008366,ProductionComplete,05/31/2015 17:16,,,BATCH_CASE_0304_015,,,,CASE_0304,R250,138,28.06,16.96,60.44,1.24,0.41,1.03,2.52,3.9,4.61,2.49,86.83,Day,OP_004,Operational,17,6,0,None
E008367,QualitySorting,05/31/2015 19:57,,,,,QR_CASE_0304_016,,CASE_0304,R250,101,11.98,7.81,65.19,0.98,0.36,0.32,2.86,1.2,4.97,0.41,91.22,Night,OP_006,Operational,19,6,0,None
E008368,ProcessLogs,05/31/2015 22:46,,,BATCH_CASE_0304_017,,,,CASE_0304,R250,212,55.65,37.36,67.13,1.07,0.08,4.08,3.48,2.73,2.1,0.55,83.57,Night,OP_007,Operational,22,6,0,None
E008369,QualitySorting,06/01/2015 00:31,,,,,QR_CASE_0304_018,,CASE_0304,R250,86,8.05,5.84,72.55,1.15,0.17,1.49,1.88,2.53,2.25,0.57,92.2,Night,OP_009,Operational,0,0,0,None
E008370,QualityInspection,06/01/2015 03:16,,,,,QR_CASE_0304_019,,CASE_0304,R250,105,23.48,15.77,67.16,0.54,0.19,1.85,3.7,0.39,2.37,2.42,88.84,Night,OP_012,Operational,3,0,0,None
E008371,ProductionComplete,06/01/2015 07:13,,,BATCH_CASE_0304_020,,,,CASE_0304,R250,99,38.46,24.59,63.94,0.04,0.02,2.3,1.14,0.03,2.78,2.54,95.0,Day,OP_013,Operational,7,0,0,None
E008372,QualitySorting,06/01/2015 10:37,,,,,QR_CASE_0304_021,,CASE_0304,R250,106,49.48,21.85,44.16,0.02,0.01,0.71,1.94,1.4,4.36,0.69,95.0,Day,OP_014,Operational,10,0,0,None
E008373,ProductionComplete,06/01/2015 14:35,,,BATCH_CASE_0304_022,,,,CASE_0304,R250,58,41.22,32.89,79.79,0.4,0.04,0.35,1.93,1.19,4.17,0.88,91.18,Day,OP_002,Operational,14,0,0,None
E008374,MaintenancePlanned,06/01/2015 17:29,MR_R250_023,,,,,,CASE_0304,R250,175,51.96,14.65,28.19,0.82,0.72,2.33,0.23,0.2,4.5,0.05,94.37,Day,OP_009,Maintenance,17,0,0,None
E008375,ProductionComplete,06/01/2015 19:49,,,BATCH_CASE_0304_024,,,,CASE_0304,R250,202,25.59,13.92,54.4,0.14,0.04,1.8,2.2,2.99,4.5,2.03,81.64,Night,OP_005,Operational,19,0,0,None
E008376,LogShortage,06/01/2015 22:58,,LOG_R250_025,,,,,CASE_0304,R250,64,28.04,8.96,31.95,0.28,0.09,2.28,1.15,0.2,1.17,1.05,95.0,Night,OP_005,Operational,22,0,0,None
E008377,QualityInspection,06/02/2015 03:39,,,,,QR_CASE_0304_026,,CASE_0304,R250,195,14.32,11.43,79.82,0.71,0.23,0.68,1.23,3.94,0.79,2.96,95.0,Night,OP_010,Operational,3,1,0,None
E008378,StartProduction,07/24/2016 00:00,,,BATCH_CASE_0305_000,,,,CASE_0305,R200,66,16.58,6.5,39.2,1.04,0.21,0.43,3.4,1.72,1.6,1.62,95.0,Night,OP_015,Operational,0,6,0,None
E008379,ProductionComplete,07/24/2016 02:26,,,BATCH_CASE_0305_001,,,,CASE_0305,R200,145,13.66,4.78,34.99,1.01,0.15,2.75,1.76,3.83,3.84,3.29,85.79,Night,OP_014,Operational,2,6,0,None
E008380,ProcessLogs,07/24/2016 06:07,,,BATCH_CASE_0305_002,,,,CASE_0305,R200,76,33.26,10.3,30.97,0.26,0.12,2.08,0.02,2.01,0.47,3.21,95.0,Day,OP_001,Operational,6,6,0,None
E008381,ProductionComplete,07/24/2016 09:39,,,BATCH_CASE_0305_003,,,,CASE_0305,R200,53,36.97,15.49,41.9,0.6,0.16,1.92,2.86,2.14,0.88,2.44,90.35,Day,OP_001,Operational,9,6,0,None
E008382,LogShortage,07/24/2016 10:48,,LOG_R200_004,,,,,CASE_0305,R200,197,20.46,15.35,75.02,1.0,0.21,3.11,0.65,3.79,3.86,1.34,90.64,Day,OP_013,Operational,10,6,0,None
E008383,ProcessLogs,07/24/2016 14:49,,,BATCH_CASE_0305_005,,,,CASE_0305,R200,146,20.11,12.74,63.35,1.17,0.33,4.92,1.41,2.36,2.78,1.8,90.99,Day,OP_008,Operational,14,6,0,None
E008384,StartProduction,07/24/2016 15:56,,,BATCH_CASE_0305_006,,,,CASE_0305,R200,214,37.89,13.51,35.66,1.07,0.4,4.61,3.91,1.75,3.6,0.22,81.33,Day,OP_005,Operational,15,6,0,None
E008385,QualityInspection,07/24/2016 19:28,,,,,QR_CASE_0305_007,,CASE_0305,R200,112,45.16,24.33,53.88,1.36,0.13,4.96,1.11,0.92,4.77,2.83,90.34,Night,OP_012,Operational,19,6,0,None
E008386,ShiftEnd,07/24/2016 22:44,,LOG_R200_008,,,,,CASE_0305,R200,205,43.36,11.4,26.29,0.33,0.1,3.25,0.3,2.29,0.17,2.67,91.28,Night,OP_013,Operational,22,6,0,None
E008387,QualitySorting,07/25/2016 00:59,,,,,QR_CASE_0305_009,,CASE_0305,R200,137,22.16,5.7,25.72,1.42,0.31,4.55,0.27,2.88,4.54,3.17,83.1,Night,OP_007,Operational,0,0,0,None
