Case ID,Activity,Timestamp,Object _type,Attributes
TC_00134,PackBox,2024-03-14 19:08:00,Tube,Len:409cm
TC_00370,CoatSurface,2024-03-24 06:06:00,Batch,Diam:13mm
TC_00271,CoatSurface,2024-01-12 20:04:00,Pallet,Diam:13mm
TC_00042,WeldJoint,2024-03-15 01:45:00,Batch,Batch:6890
TC_00231,CutTube,2024-02-04 21:11:00,Tube,Len:409cm
TC_00135,HoldQA,2024-02-03 22:45:00,Tube,Batch:6890
TC_00261,WeldJoint,2024-02-13 05:35:00,Tube,Batch:6890
TC_00287,ShipOrder,2024-03-25 14:41:00,Pallet,Len:409cm
TC_00101,PackBox,2024-02-10 10:02:00,Tube,Batch:6890
TC_00455,CoatSurface,2024-03-02 06:43:00,Pallet,Diam:13mm
TC_00183,ShipOrder,2024-02-14 18:57:00,Pallet,Len:409cm
TC_00033,CoatSurface,2024-02-06 09:43:00,Pallet,Diam:13mm
TC_00078,WeldJoint,2024-02-21 02:09:00,Pallet,Len:409cm
TC_00409,ReworkWeld,2024-02-24 01:18:00,Batch,Diam:13mm
TC_00481,ReworkWeld,2024-03-19 11:52:00,Pallet,Len:409cm
TC_00072,ReworkWeld,2024-02-12 13:35:00,Pallet,Batch:6890
TC_00129,InspectVision,2024-02-24 22:03:00,Batch,Diam:13mm
TC_00105,ShipOrder,2024-01-04 03:59:00,Tube,Diam:13mm
TC_00368,CutTube,2024-02-07 18:48:00,Tube,Len:409cm
TC_00018,CutTube,2024-02-06 23:46:00,Pallet,Diam:13mm
TC_00248,ReworkWeld,2024-02-26 06:32:00,Pallet,Diam:13mm
TC_00472,WeldJoint,2024-02-24 11:28:00,Batch,Diam:13mm
TC_00472,ShipOrder,2024-01-21 12:02:00,Tube,Batch:6890
TC_00273,CutTube,2024-03-29 17:56:00,Pallet,Len:409cm
TC_00120,InspectVision,2024-02-10 15:16:00,Tube,Len:409cm
TC_00109,CutTube,2024-01-12 07:56:00,Batch,Len:409cm
TC_00176,ShipOrder,2024-02-16 23:44:00,Tube,Batch:6890
TC_00366,CoatSurface,2024-01-05 10:12:00,Pallet,Batch:6890
TC_00231,WeldJoint,2024-01-10 16:17:00,Tube,Diam:13mm
TC_00105,CoatSurface,2024-01-05 04:38:00,Tube,Batch:6890
TC_00433,CutTube,2024-03-02 01:52:00,Pallet,Len:409cm
TC_00196,CoatSurface,2024-01-20 04:36:00,Batch,Batch:6890
TC_00307,CoatSurface,2024-01-12 05:09:00,Pallet,Diam:13mm
TC_00361,InspectVision,2024-01-26 01:48:00,Tube,Len:409cm
TC_00339,CoatSurface,2024-01-03 05:29:00,Tube,Diam:13mm
TC_00201,HoldQA,2024-03-27 15:31:00,Pallet,Diam:13mm
TC_00244,CutTube,2024-02-14 13:59:00,Batch,Batch:6890
TC_00169,CutTube,2024-02-10 20:58:00,Batch,Len:409cm
TC_00050,PackBox,2024-02-06 02:00:00,Pallet,Batch:6890
TC_00114,ReworkWeld,2024-01-12 11:49:00,Pallet,Len:409cm
TC_00374,ReworkWeld,2024-02-24 17:31:00,Batch,Batch:6890
TC_00239,ShipOrder,2024-02-25 04:37:00,Batch,Diam:13mm
TC_00147,HoldQA,2024-02-16 19:35:00,Batch,Diam:13mm
TC_00353,CoatSurface,2024-01-20 16:29:00,Tube,Len:409cm
TC_00283,InspectVision,2024-01-23 01:48:00,Tube,Diam:13mm
TC_00370,CoatSurface,2024-02-12 05:16:00,Tube,Len:409cm
TC_00482,ShipOrder,2024-02-10 05:23:00,Tube,Len:409cm
TC_00014,CutTube,2024-03-10 20:54:00,Pallet,Batch:6890
TC_00313,HoldQA,2024-02-07 11:26:00,Tube,Diam:13mm
TC_00119,ShipOrder,2024-01-01 21:27:00,Pallet,Batch:6890
TC_00191,ShipOrder,2024-01-13 03:19:00,Batch,Diam:13mm
TC_00057,CutTube,2024-03-12 14:57:00,Pallet,Batch:6890
TC_00491,HoldQA,2024-03-30 08:29:00,Tube,Batch:6890
TC_00362,WeldJoint,2024-01-13 07:30:00,Pallet,Batch:6890
TC_00164,CutTube,2024-01-31 00:37:00,Tube,Batch:6890
TC_00191,CutTube,2024-03-29 04:11:00,Pallet,Batch:6890
TC_00499,CutTube,2024-03-10 18:09:00,Pallet,Batch:6890
TC_00133,CoatSurface,2024-03-24 14:56:00,Tube,Len:409cm
TC_00397,ReworkWeld,2024-02-23 17:51:00,Pallet,Batch:6890
TC_00383,CutTube,2024-01-23 00:12:00,Tube,Len:409cm
TC_00181,WeldJoint,2024-03-02 11:53:00,Tube,Batch:6890
TC_00330,HoldQA,2024-01-01 14:07:00,Tube,Batch:6890
TC_00247,PackBox,2024-01-03 14:33:00,Pallet,Diam:13mm
TC_00482,InspectVision,2024-01-17 23:25:00,Batch,Len:409cm
TC_00236,HoldQA,2024-02-02 19:15:00,Batch,Len:409cm
TC_00086,ReworkWeld,2024-01-21 16:34:00,Tube,Diam:13mm
TC_00172,PackBox,2024-03-04 10:38:00,Pallet,Batch:6890
TC_00161,ReworkWeld,2024-01-18 12:14:00,Tube,Len:409cm
TC_00270,WeldJoint,2024-03-22 00:01:00,Tube,Len:409cm
TC_00303,CoatSurface,2024-02-06 08:23:00,Pallet,Len:409cm
TC_00057,ShipOrder,2024-03-04 12:06:00,Tube,Batch:6890
TC_00196,WeldJoint,2024-01-16 12:30:00,Pallet,Diam:13mm
TC_00235,ShipOrder,2024-03-17 18:14:00,Batch,Batch:6890
TC_00152,ReworkWeld,2024-01-23 12:41:00,Tube,Batch:6890
TC_00379,HoldQA,2024-03-23 22:29:00,Tube,Len:409cm
TC_00353,PackBox,2024-01-02 16:23:00,Tube,Batch:6890
TC_00429,WeldJoint,2024-01-05 04:13:00,Batch,Diam:13mm
TC_00492,HoldQA,2024-02-20 05:30:00,Pallet,Diam:13mm
TC_00496,CoatSurface,2024-02-12 21:01:00,Tube,Diam:13mm
TC_00098,CoatSurface,2024-01-18 01:57:00,Tube,Len:409cm
TC_00437,CutTube,2024-02-20 10:45:00,Pallet,Len:409cm
TC_00092,CutTube,2024-03-25 06:28:00,Batch,Diam:13mm
TC_00434,ReworkWeld,2024-03-04 07:21:00,Tube,Diam:13mm
TC_00110,WeldJoint,2024-02-17 20:48:00,Batch,Batch:6890
TC_00051,ShipOrder,2024-03-25 01:31:00,Tube,Len:409cm
TC_00255,CutTube,2024-01-27 08:30:00,Pallet,Batch:6890
TC_00185,CutTube,2024-01-23 00:55:00,Pallet,Len:409cm
TC_00216,CutTube,2024-03-11 10:37:00,Batch,Len:409cm
TC_00422,PackBox,2024-03-24 12:36:00,Batch,Len:409cm
TC_00462,ShipOrder,2024-03-09 10:29:00,Tube,Batch:6890
TC_00281,CutTube,2024-01-23 20:41:00,Pallet,Len:409cm
TC_00388,WeldJoint,2024-01-20 14:34:00,Pallet,Len:409cm
TC_00444,ReworkWeld,2024-01-31 07:44:00,Pallet,Batch:6890
TC_00064,CutTube,2024-01-12 09:32:00,Pallet,Diam:13mm
TC_00142,CoatSurface,2024-01-13 04:59:00,Tube,Batch:6890
TC_00487,CoatSurface,2024-03-08 04:55:00,Batch,Len:409cm
TC_00261,HoldQA,2024-01-06 08:24:00,Batch,Diam:13mm
TC_00438,PackBox,2024-01-05 06:03:00,Batch,Len:409cm
TC_00024,HoldQA,2024-02-04 01:25:00,Tube,Len:409cm
TC_00188,ShipOrder,2024-01-15 14:41:00,Pallet,Len:409cm
TC_00211,ReworkWeld,2024-02-19 08:14:00,Tube,Len:409cm
TC_00323,InspectVision,2024-01-17 06:26:00,Tube,Batch:6890
TC_00003,PackBox,2024-03-16 06:01:00,Batch,Diam:13mm
TC_00358,ShipOrder,2024-01-02 08:10:00,Batch,Diam:13mm
TC_00200,InspectVision,2024-03-16 00:20:00,Pallet,Batch:6890
TC_00368,CutTube,2024-01-06 18:12:00,Pallet,Len:409cm
TC_00254,ShipOrder,2024-02-01 05:33:00,Pallet,Batch:6890
TC_00121,ShipOrder,2024-01-16 05:54:00,Tube,Batch:6890
TC_00492,CutTube,2024-02-28 09:12:00,Batch,Len:409cm
TC_00394,CutTube,2024-03-07 12:47:00,Tube,Diam:13mm
TC_00224,CutTube,2024-02-26 18:09:00,Batch,Len:409cm
TC_00016,ReworkWeld,2024-01-04 03:58:00,Tube,Len:409cm
TC_00352,CoatSurface,2024-03-14 11:50:00,Pallet,Batch:6890
TC_00020,ReworkWeld,2024-01-19 13:23:00,Pallet,Batch:6890
TC_00043,CutTube,2024-03-03 17:56:00,Tube,Batch:6890
TC_00271,PackBox,2024-03-18 10:14:00,Tube,Len:409cm
TC_00500,CutTube,2024-01-16 17:18:00,Tube,Len:409cm
TC_00065,WeldJoint,2024-03-17 17:47:00,Batch,Len:409cm
TC_00210,HoldQA,2024-02-14 05:04:00,Batch,Batch:6890
TC_00019,CoatSurface,2024-03-08 08:10:00,Batch,Batch:6890
TC_00444,InspectVision,2024-03-14 14:21:00,Tube,Diam:13mm
TC_00489,CutTube,2024-02-01 18:47:00,Batch,Len:409cm
TC_00423,InspectVision,2024-02-19 18:09:00,Tube,Diam:13mm
TC_00087,ShipOrder,2024-01-19 05:50:00,Pallet,Len:409cm
TC_00283,ReworkWeld,2024-03-18 16:48:00,Tube,Batch:6890
TC_00478,ShipOrder,2024-01-17 20:22:00,Batch,Len:409cm
TC_00332,CoatSurface,2024-02-17 06:21:00,Batch,Len:409cm
TC_00387,ShipOrder,2024-01-28 06:44:00,Batch,Batch:6890
TC_00245,ShipOrder,2024-01-12 09:35:00,Batch,Batch:6890
TC_00448,ShipOrder,2024-02-29 17:32:00,Batch,Batch:6890
TC_00179,CutTube,2024-01-23 04:55:00,Batch,Batch:6890
TC_00248,ReworkWeld,2024-03-11 00:30:00,Batch,Batch:6890
TC_00201,CoatSurface,2024-03-07 07:32:00,Batch,Len:409cm
TC_00217,HoldQA,2024-01-06 21:53:00,Tube,Len:409cm
TC_00018,InspectVision,2024-02-21 04:11:00,Batch,Diam:13mm
TC_00143,PackBox,2024-03-26 15:01:00,Pallet,Len:409cm
TC_00070,WeldJoint,2024-02-09 15:42:00,Tube,Batch:6890
TC_00184,ReworkWeld,2024-01-25 05:06:00,Batch,Batch:6890
TC_00104,ReworkWeld,2024-02-22 17:19:00,Batch,Len:409cm
TC_00468,ReworkWeld,2024-01-18 06:50:00,Batch,Batch:6890
TC_00140,PackBox,2024-03-08 21:29:00,Tube,Len:409cm
TC_00277,WeldJoint,2024-01-16 23:38:00,Batch,Diam:13mm
TC_00475,PackBox,2024-03-04 11:54:00,Batch,Diam:13mm
TC_00244,ShipOrder,2024-02-05 18:44:00,Tube,Diam:13mm
TC_00272,ShipOrder,2024-02-17 09:26:00,Tube,Diam:13mm
TC_00189,InspectVision,2024-01-19 08:08:00,Pallet,Diam:13mm
TC_00126,PackBox,2024-03-13 02:13:00,Batch,Batch:6890
TC_00048,PackBox,2024-01-06 23:49:00,Tube,Len:409cm
TC_00103,CutTube,2024-01-17 02:35:00,Pallet,Len:409cm
TC_00191,HoldQA,2024-02-04 17:13:00,Pallet,Len:409cm
TC_00013,CutTube,2024-01-25 15:14:00,Tube,Diam:13mm
TC_00192,HoldQA,2024-01-19 01:05:00,Tube,Batch:6890
TC_00101,ReworkWeld,2024-02-25 21:05:00,Pallet,Len:409cm
TC_00297,WeldJoint,2024-02-21 17:50:00,Pallet,Batch:6890
TC_00049,WeldJoint,2024-01-02 17:50:00,Pallet,Diam:13mm
TC_00458,InspectVision,2024-01-26 22:50:00,Pallet,Batch:6890
TC_00274,HoldQA,2024-03-08 22:12:00,Batch,Diam:13mm
TC_00494,ShipOrder,2024-03-26 02:32:00,Pallet,Len:409cm
TC_00179,HoldQA,2024-03-30 21:58:00,Tube,Len:409cm
TC_00302,ShipOrder,2024-03-28 18:55:00,Tube,Batch:6890
TC_00322,CutTube,2024-02-15 23:46:00,Tube,Batch:6890
TC_00382,HoldQA,2024-02-24 05:28:00,Batch,Len:409cm
TC_00474,WeldJoint,2024-03-20 15:11:00,Batch,Len:409cm
TC_00334,CutTube,2024-01-14 09:09:00,Tube,Batch:6890
TC_00039,PackBox,2024-01-10 17:15:00,Pallet,Batch:6890
TC_00208,WeldJoint,2024-02-10 00:57:00,Pallet,Batch:6890
TC_00319,PackBox,2024-02-26 19:16:00,Tube,Diam:13mm
TC_00466,PackBox,2024-03-18 12:09:00,Batch,Len:409cm
TC_00286,ShipOrder,2024-01-17 18:06:00,Batch,Batch:6890
TC_00044,CutTube,2024-01-15 09:47:00,Batch,Diam:13mm
TC_00219,WeldJoint,2024-01-23 12:37:00,Tube,Batch:6890
TC_00234,WeldJoint,2024-02-17 08:38:00,Pallet,Batch:6890
TC_00443,CoatSurface,2024-02-02 10:52:00,Tube,Diam:13mm
TC_00460,WeldJoint,2024-03-17 15:07:00,Pallet,Batch:6890
TC_00314,ReworkWeld,2024-01-03 20:39:00,Pallet,Len:409cm
TC_00480,CutTube,2024-03-24 16:55:00,Batch,Diam:13mm
TC_00255,CutTube,2024-01-08 10:56:00,Batch,Batch:6890
TC_00055,InspectVision,2024-02-05 05:15:00,Batch,Diam:13mm
TC_00320,CoatSurface,2024-03-27 14:34:00,Tube,Len:409cm
TC_00041,HoldQA,2024-03-16 01:10:00,Batch,Len:409cm
TC_00429,InspectVision,2024-01-22 05:23:00,Tube,Batch:6890
TC_00106,CutTube,2024-01-15 21:22:00,Pallet,Batch:6890
TC_00477,InspectVision,2024-02-09 19:10:00,Batch,Len:409cm
TC_00014,PackBox,2024-01-04 11:45:00,Tube,Diam:13mm
TC_00338,HoldQA,2024-03-03 20:53:00,Batch,Len:409cm
TC_00257,WeldJoint,2024-03-27 03:47:00,Pallet,Diam:13mm
TC_00058,WeldJoint,2024-02-26 15:00:00,Tube,Diam:13mm
TC_00325,WeldJoint,2024-01-07 04:36:00,Tube,Batch:6890
TC_00182,InspectVision,2024-02-27 13:29:00,Tube,Len:409cm
TC_00242,ShipOrder,2024-02-26 03:39:00,Pallet,Diam:13mm
TC_00071,PackBox,2024-01-06 03:50:00,Batch,Len:409cm
TC_00411,ShipOrder,2024-03-30 12:28:00,Batch,Len:409cm
TC_00123,ShipOrder,2024-03-13 23:15:00,Tube,Diam:13mm
TC_00006,ShipOrder,2024-02-29 16:09:00,Tube,Diam:13mm
TC_00328,CoatSurface,2024-02-07 14:17:00,Tube,Batch:6890
TC_00373,CutTube,2024-01-09 00:30:00,Batch,Len:409cm
TC_00073,WeldJoint,2024-03-02 09:56:00,Batch,Diam:13mm
TC_00305,CutTube,2024-01-21 18:08:00,Pallet,Diam:13mm
TC_00032,HoldQA,2024-01-21 04:59:00,Batch,Batch:6890
TC_00495,ReworkWeld,2024-01-31 13:38:00,Pallet,Diam:13mm
TC_00164,WeldJoint,2024-02-17 12:35:00,Pallet,Batch:6890
TC_00500,WeldJoint,2024-03-08 16:44:00,Pallet,Len:409cm
TC_00049,CutTube,2024-03-23 04:37:00,Tube,Len:409cm
TC_00473,CoatSurface,2024-01-19 21:26:00,Batch,Diam:13mm
TC_00091,ReworkWeld,2024-02-01 03:10:00,Pallet,Batch:6890
TC_00275,PackBox,2024-01-17 05:56:00,Batch,Batch:6890
TC_00098,WeldJoint,2024-03-03 03:10:00,Pallet,Len:409cm
TC_00415,WeldJoint,2024-02-21 06:35:00,Pallet,Len:409cm
TC_00254,WeldJoint,2024-02-17 12:33:00,Batch,Batch:6890
TC_00101,InspectVision,2024-02-28 06:04:00,Pallet,Diam:13mm
TC_00348,HoldQA,2024-02-26 23:29:00,Batch,Diam:13mm
TC_00145,CutTube,2024-01-14 16:22:00,Batch,Diam:13mm
TC_00006,ShipOrder,2024-01-07 09:21:00,Tube,Len:409cm
TC_00461,ShipOrder,2024-01-03 22:14:00,Tube,Batch:6890
TC_00367,CoatSurface,2024-03-26 11:24:00,Pallet,Batch:6890
TC_00375,ReworkWeld,2024-01-14 08:36:00,Pallet,Batch:6890
TC_00113,CutTube,2024-02-02 11:31:00,Tube,Batch:6890
TC_00223,ShipOrder,2024-03-29 08:59:00,Pallet,Batch:6890
TC_00485,ShipOrder,2024-01-21 19:54:00,Pallet,Diam:13mm
TC_00166,ShipOrder,2024-01-29 09:27:00,Tube,Batch:6890
TC_00286,ShipOrder,2024-03-13 18:46:00,Batch,Len:409cm
TC_00396,InspectVision,2024-03-15 13:26:00,Pallet,Diam:13mm
TC_00074,HoldQA,2024-03-21 12:42:00,Pallet,Diam:13mm
TC_00448,ReworkWeld,2024-03-10 02:00:00,Batch,Len:409cm
TC_00215,CutTube,2024-02-15 01:25:00,Tube,Diam:13mm
TC_00028,CoatSurface,2024-01-05 07:25:00,Pallet,Batch:6890
TC_00401,InspectVision,2024-01-15 16:11:00,Batch,Batch:6890
TC_00011,ReworkWeld,2024-02-09 11:18:00,Pallet,Diam:13mm
TC_00213,CoatSurface,2024-01-05 07:52:00,Pallet,Batch:6890
TC_00271,CoatSurface,2024-02-27 05:52:00,Batch,Len:409cm
TC_00380,PackBox,2024-01-24 18:10:00,Batch,Batch:6890
TC_00265,CutTube,2024-03-18 03:09:00,Pallet,Diam:13mm
TC_00483,HoldQA,2024-03-30 14:51:00,Batch,Batch:6890
TC_00404,ReworkWeld,2024-02-19 05:42:00,Tube,Diam:13mm
TC_00484,PackBox,2024-03-24 12:15:00,Batch,Len:409cm
TC_00037,CoatSurface,2024-02-20 01:18:00,Tube,Diam:13mm
TC_00296,WeldJoint,2024-03-04 01:10:00,Batch,Len:409cm
TC_00059,CoatSurface,2024-02-18 19:10:00,Batch,Diam:13mm
TC_00014,HoldQA,2024-03-27 04:59:00,Pallet,Diam:13mm
TC_00302,WeldJoint,2024-03-22 12:00:00,Tube,Len:409cm
TC_00429,ShipOrder,2024-03-18 16:31:00,Batch,Diam:13mm
TC_00004,WeldJoint,2024-01-06 04:17:00,Batch,Diam:13mm
TC_00093,CoatSurface,2024-03-07 05:22:00,Pallet,Diam:13mm
TC_00452,PackBox,2024-02-01 09:33:00,Batch,Batch:6890
TC_00233,WeldJoint,2024-02-08 05:28:00,Tube,Diam:13mm
TC_00158,WeldJoint,2024-02-01 10:28:00,Tube,Len:409cm
TC_00058,WeldJoint,2024-03-29 00:15:00,Tube,Diam:13mm
TC_00251,InspectVision,2024-01-29 20:20:00,Tube,Len:409cm
TC_00378,PackBox,2024-03-24 04:08:00,Pallet,Batch:6890
TC_00216,PackBox,2024-02-22 00:48:00,Pallet,Len:409cm
TC_00203,CutTube,2024-03-18 08:30:00,Batch,Batch:6890
TC_00340,CutTube,2024-02-28 14:54:00,Batch,Diam:13mm
TC_00133,ShipOrder,2024-01-08 18:15:00,Batch,Batch:6890
TC_00044,CutTube,2024-01-06 10:53:00,Pallet,Batch:6890
TC_00495,CutTube,2024-02-13 09:09:00,Tube,Len:409cm
TC_00154,PackBox,2024-03-22 19:25:00,Pallet,Diam:13mm
TC_00121,InspectVision,2024-01-23 13:30:00,Batch,Len:409cm
TC_00370,HoldQA,2024-03-04 06:18:00,Tube,Diam:13mm
TC_00189,ReworkWeld,2024-03-30 09:35:00,Batch,Diam:13mm
TC_00003,CutTube,2024-02-27 07:38:00,Batch,Len:409cm
TC_00013,CoatSurface,2024-01-17 05:44:00,Batch,Len:409cm
TC_00138,ShipOrder,2024-01-27 00:35:00,Batch,Len:409cm
TC_00192,WeldJoint,2024-02-21 20:35:00,Pallet,Len:409cm
TC_00373,ReworkWeld,2024-01-04 10:31:00,Pallet,Diam:13mm
TC_00333,HoldQA,2024-03-21 11:32:00,Batch,Batch:6890
TC_00310,WeldJoint,2024-01-22 14:12:00,Pallet,Batch:6890
TC_00446,CoatSurface,2024-01-29 21:12:00,Pallet,Diam:13mm
TC_00449,PackBox,2024-02-26 22:38:00,Batch,Batch:6890
TC_00375,CutTube,2024-02-17 05:08:00,Pallet,Diam:13mm
TC_00369,WeldJoint,2024-02-15 14:05:00,Pallet,Len:409cm
TC_00019,CutTube,2024-03-07 07:12:00,Pallet,Diam:13mm
TC_00468,CoatSurface,2024-01-06 06:49:00,Batch,Batch:6890
TC_00126,HoldQA,2024-02-28 16:14:00,Batch,Batch:6890
TC_00201,CutTube,2024-03-19 08:50:00,Batch,Len:409cm
TC_00373,CutTube,2024-03-05 22:44:00,Batch,Len:409cm
TC_00229,ReworkWeld,2024-01-17 21:05:00,Tube,Len:409cm
TC_00060,WeldJoint,2024-02-29 04:10:00,Pallet,Batch:6890
TC_00159,ReworkWeld,2024-02-06 13:09:00,Tube,Batch:6890
TC_00259,InspectVision,2024-02-29 11:23:00,Pallet,Diam:13mm
TC_00059,PackBox,2024-01-05 15:18:00,Batch,Len:409cm
TC_00108,PackBox,2024-02-03 19:13:00,Batch,Diam:13mm
TC_00339,HoldQA,2024-02-25 16:20:00,Tube,Batch:6890
TC_00061,InspectVision,2024-01-04 03:56:00,Pallet,Diam:13mm
TC_00274,WeldJoint,2024-01-20 02:22:00,Batch,Batch:6890
TC_00009,WeldJoint,2024-01-26 19:22:00,Pallet,Diam:13mm
TC_00090,CoatSurface,2024-01-30 07:18:00,Tube,Len:409cm
TC_00304,WeldJoint,2024-03-02 22:59:00,Tube,Batch:6890
TC_00130,WeldJoint,2024-01-18 16:12:00,Pallet,Len:409cm
TC_00346,WeldJoint,2024-01-06 02:21:00,Tube,Len:409cm
TC_00164,ReworkWeld,2024-03-11 22:57:00,Tube,Len:409cm
TC_00191,ShipOrder,2024-02-26 15:56:00,Batch,Diam:13mm
TC_00169,HoldQA,2024-01-31 18:18:00,Tube,Diam:13mm
TC_00014,ReworkWeld,2024-01-01 11:29:00,Batch,Len:409cm
TC_00048,HoldQA,2024-03-07 18:38:00,Pallet,Batch:6890
TC_00457,ShipOrder,2024-02-18 00:58:00,Pallet,Len:409cm
TC_00091,CoatSurface,2024-02-12 00:31:00,Tube,Batch:6890
TC_00455,CoatSurface,2024-02-14 15:44:00,Pallet,Len:409cm
TC_00345,PackBox,2024-01-25 09:38:00,Pallet,Diam:13mm
TC_00113,ShipOrder,2024-03-04 21:23:00,Pallet,Batch:6890
TC_00013,ReworkWeld,2024-02-07 06:03:00,Tube,Len:409cm
TC_00086,CoatSurface,2024-02-12 09:27:00,Tube,Batch:6890
TC_00256,HoldQA,2024-02-11 20:05:00,Batch,Batch:6890
TC_00107,HoldQA,2024-01-17 14:42:00,Pallet,Len:409cm
TC_00260,WeldJoint,2024-02-21 05:14:00,Batch,Batch:6890
TC_00418,CoatSurface,2024-02-05 02:00:00,Batch,Len:409cm
TC_00007,CutTube,2024-03-08 15:02:00,Tube,Len:409cm
TC_00350,PackBox,2024-02-02 10:26:00,Pallet,Diam:13mm
TC_00237,CutTube,2024-02-17 20:17:00,Tube,Batch:6890
TC_00330,WeldJoint,2024-02-25 03:15:00,Batch,Len:409cm
TC_00084,PackBox,2024-01-10 14:38:00,Tube,Len:409cm
TC_00251,InspectVision,2024-01-06 09:27:00,Batch,Batch:6890
TC_00355,CutTube,2024-03-25 09:50:00,Batch,Len:409cm
TC_00001,InspectVision,2024-03-11 18:05:00,Tube,Diam:13mm
TC_00046,HoldQA,2024-03-14 03:46:00,Tube,Batch:6890
TC_00411,InspectVision,2024-02-29 02:20:00,Tube,Diam:13mm
TC_00358,WeldJoint,2024-02-01 23:11:00,Batch,Diam:13mm
TC_00415,ShipOrder,2024-03-18 13:49:00,Batch,Diam:13mm
TC_00140,InspectVision,2024-03-25 18:38:00,Tube,Batch:6890
TC_00062,HoldQA,2024-02-28 04:19:00,Batch,Len:409cm
TC_00178,WeldJoint,2024-02-23 23:34:00,Pallet,Diam:13mm
TC_00375,PackBox,2024-03-10 15:19:00,Pallet,Diam:13mm
TC_00011,HoldQA,2024-01-14 23:43:00,Batch,Batch:6890
TC_00252,CutTube,2024-01-01 22:51:00,Pallet,Batch:6890
TC_00172,PackBox,2024-03-25 00:56:00,Pallet,Len:409cm
TC_00328,HoldQA,2024-03-12 16:51:00,Batch,Batch:6890
TC_00165,HoldQA,2024-01-09 10:02:00,Tube,Len:409cm
TC_00102,PackBox,2024-03-05 03:05:00,Pallet,Len:409cm
TC_00311,PackBox,2024-01-01 07:21:00,Pallet,Diam:13mm
TC_00274,HoldQA,2024-03-11 21:25:00,Batch,Diam:13mm
TC_00419,ReworkWeld,2024-02-03 02:54:00,Tube,Len:409cm
TC_00318,HoldQA,2024-03-21 02:41:00,Tube,Diam:13mm
TC_00499,InspectVision,2024-02-11 06:07:00,Tube,Len:409cm
TC_00283,InspectVision,2024-02-07 03:48:00,Batch,Diam:13mm
TC_00394,HoldQA,2024-02-14 06:46:00,Tube,Len:409cm
TC_00268,PackBox,2024-02-23 12:46:00,Pallet,Diam:13mm
TC_00050,CutTube,2024-01-14 22:00:00,Pallet,Batch:6890
TC_00333,ShipOrder,2024-01-04 00:30:00,Tube,Batch:6890
TC_00232,PackBox,2024-03-08 12:32:00,Tube,Batch:6890
TC_00341,CoatSurface,2024-02-14 22:35:00,Tube,Diam:13mm
TC_00124,HoldQA,2024-01-11 03:26:00,Tube,Diam:13mm
TC_00143,CutTube,2024-01-25 13:11:00,Pallet,Batch:6890
TC_00190,ShipOrder,2024-02-25 16:21:00,Pallet,Batch:6890
TC_00115,PackBox,2024-03-11 18:32:00,Tube,Len:409cm
TC_00201,InspectVision,2024-01-18 22:34:00,Tube,Batch:6890
TC_00410,ShipOrder,2024-01-22 16:42:00,Tube,Len:409cm
TC_00100,PackBox,2024-03-28 07:41:00,Tube,Len:409cm
TC_00498,InspectVision,2024-03-14 06:57:00,Pallet,Len:409cm
TC_00154,ShipOrder,2024-02-25 18:01:00,Batch,Diam:13mm
TC_00373,WeldJoint,2024-01-13 02:08:00,Tube,Len:409cm
TC_00061,InspectVision,2024-01-22 18:16:00,Batch,Batch:6890
TC_00226,PackBox,2024-01-13 21:04:00,Tube,Batch:6890
TC_00310,CutTube,2024-02-20 20:42:00,Tube,Diam:13mm
TC_00187,ShipOrder,2024-02-25 20:00:00,Pallet,Diam:13mm
TC_00096,PackBox,2024-03-19 04:23:00,Pallet,Batch:6890
TC_00048,HoldQA,2024-03-29 14:21:00,Batch,Len:409cm
TC_00332,ShipOrder,2024-03-24 14:51:00,Tube,Len:409cm
TC_00355,InspectVision,2024-03-16 15:23:00,Tube,Diam:13mm
TC_00396,WeldJoint,2024-02-07 15:57:00,Tube,Batch:6890
TC_00006,InspectVision,2024-03-29 17:52:00,Batch,Len:409cm
TC_00495,PackBox,2024-03-08 22:45:00,Pallet,Len:409cm
TC_00417,PackBox,2024-03-14 06:45:00,Batch,Len:409cm
TC_00280,InspectVision,2024-02-05 17:41:00,Tube,Len:409cm
TC_00174,ShipOrder,2024-02-03 06:08:00,Batch,Diam:13mm
TC_00194,InspectVision,2024-03-27 11:53:00,Batch,Diam:13mm
TC_00155,ShipOrder,2024-01-15 21:08:00,Tube,Len:409cm
TC_00179,CoatSurface,2024-01-04 01:47:00,Pallet,Diam:13mm
TC_00356,PackBox,2024-01-19 05:49:00,Batch,Diam:13mm
TC_00351,InspectVision,2024-02-04 12:18:00,Tube,Len:409cm
TC_00198,WeldJoint,2024-03-29 03:23:00,Tube,Diam:13mm
TC_00275,InspectVision,2024-02-10 20:33:00,Pallet,Diam:13mm
TC_00255,CutTube,2024-01-04 22:53:00,Tube,Diam:13mm
TC_00175,HoldQA,2024-03-22 13:24:00,Tube,Batch:6890
TC_00318,PackBox,2024-03-12 07:25:00,Batch,Diam:13mm
TC_00265,ShipOrder,2024-03-02 10:36:00,Tube,Batch:6890
TC_00143,ReworkWeld,2024-01-29 01:32:00,Tube,Batch:6890
TC_00295,WeldJoint,2024-01-01 00:42:00,Tube,Diam:13mm
TC_00463,WeldJoint,2024-01-15 13:46:00,Pallet,Batch:6890
TC_00105,ShipOrder,2024-02-18 02:24:00,Batch,Diam:13mm
